doc_id,related_cluster,relevance_score
4029,9,0.8098702720717461
335,1,0.8092620409183103
3217,21,0.8092497724822827
345,3,0.8078977276585713
37,9,0.8077758345734632
1316,28,0.8077186821741063
3216,25,0.8074625881371471
1137,25,0.8067503554370261
852,16,0.8066529125718725
1837,3,0.8066508867651797
3540,20,0.8066447766658558
1166,20,0.806644721568691
1180,3,0.8066387652361577
391,3,0.8066351537680999
1887,1,0.8066191234989106
1090,3,0.8065993613081189
1666,3,0.8065993613081189
486,28,0.8065965865575311
2564,25,0.805209973268816
145,28,0.805106187994604
2950,3,0.8049977870207337
1675,9,0.8031734861522845
3769,25,0.8020210213083439
3501,0,0.8018881330494725
3616,15,0.8011959511369018
343,3,0.7999704484827644
4009,29,0.7994601436305799
2690,25,0.7989964221629595
4001,29,0.7989946727470736
4039,23,0.798917848841597
347,3,0.7982064005657797
1654,25,0.7977976166061138
3396,1,0.7977111971398229
2513,3,0.7977022211979542
2307,3,0.7950168720547139
4025,22,0.7941479367187795
462,3,0.7941103205288176
424,3,0.7932710217764583
564,9,0.7927553485347536
1496,3,0.7915169498537952
1486,1,0.7914057052144039
3220,25,0.7907691531930329
2901,25,0.7882268304343543
3056,9,0.7880561026995141
1102,3,0.7876535667249142
4170,12,0.7871382087577502
42,9,0.786892318833056
3215,0,0.7867690548700654
1671,3,0.7857551507016317
3894,29,0.7842972799870737
3198,29,0.7826189048328597
4119,23,0.782537951349125
4158,6,0.7820442646225471
4082,23,0.7820064420084428
2384,1,0.7817478331616559
3019,25,0.780543437858754
0,3,0.7804129333101657
2550,3,0.7802346975237436
521,3,0.7798185176647038
1945,9,0.7795857226593992
971,29,0.7795503002964452
1540,29,0.7794990875313184
764,28,0.7788028773706382
1177,28,0.7780268842682257
3624,12,0.7767227243536505
1642,29,0.7754030840174584
1312,3,0.7745568332546151
3211,25,0.7743687383851567
473,3,0.7743634611230108
2920,15,0.773548168961543
1107,6,0.7732460568911089
3681,9,0.7730013341348346
3036,25,0.7724676131907076
678,3,0.772329367807254
2488,13,0.7722024858369371
611,23,0.7719688207031267
3867,29,0.7714840453852312
4101,21,0.7712538901636402
2889,12,0.7709574418866141
51,3,0.7708304544163717
2543,25,0.7707063648804073
1148,0,0.7685066431186625
123,3,0.7677664512884782
1655,12,0.7670113132146292
2843,1,0.7650432113408306
3844,29,0.7639740115238549
1444,29,0.7638775014481439
2235,25,0.7636423887837768
59,28,0.7627849089148795
2184,9,0.7620600361849982
2037,29,0.7619562429156498
64,3,0.7618875430456429
3630,12,0.7616855031054061
2835,25,0.7583622914942618
3050,20,0.7583243818643526
3373,20,0.7583187677279344
4033,20,0.7583187677279344
3726,20,0.7583187677279344
2143,20,0.7583187677279344
3467,20,0.7583187677279344
3440,20,0.7583187677279344
1209,20,0.7583187677279344
3546,20,0.7583187677279344
3284,20,0.7583187677279344
190,28,0.7583159052925651
934,28,0.7583159052925651
505,28,0.7583159052925651
2496,28,0.7583159052925651
704,28,0.7583159052925651
523,28,0.7583159052925651
1620,28,0.7583159052925651
1133,28,0.7583159052925651
518,28,0.7583159052925651
314,28,0.7583159052925651
